sku,description,product_class,shelf_life_days,unit_cost_usd,supplier_id,supplier_accepts_returns
SKU-0633,Yoghurt 1 l,FOOD_CHILLED,149,9.36,SUP-50,Y
SKU-0634,Hand sanitiser 200 ml,HEALTHCARE,402,23.41,SUP-58,N
SKU-0635,Ready meal 4 pack,FOOD_CHILLED,128,11.97,SUP-26,Y
SKU-0636,Chocolate bar 250 g,FOOD_AMBIENT,477,2.04,SUP-33,Y
SKU-0637,Fruit juice 500 ml,FOOD_CHILLED,109,1.64,SUP-55,N
SKU-0638,Soup mix 1 kg,FOOD_AMBIENT,349,9.21,SUP-29,Y
SKU-0639,Cold cuts 500 ml,FOOD_CHILLED,117,10.4,SUP-48,N
SKU-0640,Fruit juice 1 l,FOOD_CHILLED,50,4.45,SUP-15,Y
SKU-0641,Fruit jam 1 kg,FOOD_AMBIENT,419,0.99,SUP-34,N
SKU-0642,Fruit juice 1 l,FOOD_CHILLED,94,7.84,SUP-57,Y
SKU-0643,Peanut butter 250 g,FOOD_AMBIENT,285,8.59,SUP-41,N
SKU-0644,Breakfast cereal twin pack,FOOD_AMBIENT,358,4.83,SUP-24,Y
SKU-0645,Lentils 1 kg,FOOD_AMBIENT,709,3.39,SUP-34,Y
SKU-0646,Fruit jam 250 g,FOOD_AMBIENT,678,9.62,SUP-01,Y
SKU-0647,Paracetamol pack 30 ct,HEALTHCARE,815,9.13,SUP-33,N
SKU-0648,Biscuits family pack,FOOD_AMBIENT,333,2.65,SUP-39,N
SKU-0649,Cooking oil family pack,FOOD_AMBIENT,415,5.27,SUP-47,Y
SKU-0650,Sugar 1 kg,FOOD_AMBIENT,670,2.92,SUP-42,N
SKU-0651,Vitamin C tablets 200 ml,HEALTHCARE,614,4.6,SUP-38,Y
SKU-0652,Spice mix 1 kg,FOOD_AMBIENT,220,10.74,SUP-04,Y
SKU-0653,Instant noodles 250 g,FOOD_AMBIENT,709,11.52,SUP-37,N
SKU-0654,Canned tomatoes 250 g,FOOD_AMBIENT,267,2.99,SUP-31,N
SKU-0655,Paneer 6 pack,FOOD_CHILLED,73,12.71,SUP-10,N
SKU-0656,Digital thermometer strips 200 ml,HEALTHCARE,551,26.06,SUP-17,Y
SKU-0657,Cream 6 pack,FOOD_CHILLED,88,13.95,SUP-38,Y
SKU-0658,Antiseptic solution 30 ct,HEALTHCARE,759,7.89,SUP-13,Y
SKU-0659,Spice mix 250 g,FOOD_AMBIENT,609,10.0,SUP-07,Y
SKU-0660,Soup mix 250 g,FOOD_AMBIENT,219,10.59,SUP-33,N
SKU-0661,Lentils 250 g,FOOD_AMBIENT,673,8.08,SUP-35,N
SKU-0662,Hand sanitiser 200 ml,HEALTHCARE,1059,27.02,SUP-27,Y
SKU-0663,Wheat flour twin pack,FOOD_AMBIENT,619,3.14,SUP-51,N
SKU-0664,Fruit juice 6 pack,FOOD_CHILLED,120,12.36,SUP-07,Y
SKU-0665,Breakfast cereal 500 g,FOOD_AMBIENT,668,9.31,SUP-19,Y
SKU-0666,Cornflakes 500 g,FOOD_AMBIENT,598,3.46,SUP-46,N
SKU-0667,Vitamin C tablets 200 ml,HEALTHCARE,956,22.33,SUP-01,Y
SKU-0668,Biscuits 500 g,FOOD_AMBIENT,503,5.2,SUP-10,Y
SKU-0669,Chocolate bar 250 g,FOOD_AMBIENT,439,3.5,SUP-28,Y
SKU-0670,Calcium tablets pack of 10,HEALTHCARE,647,39.7,SUP-49,Y
SKU-0671,Hummus 500 ml,FOOD_CHILLED,145,9.03,SUP-24,Y
SKU-0672,Sugar 250 g,FOOD_AMBIENT,439,11.87,SUP-23,N
SKU-0673,Salted snacks 500 g,FOOD_AMBIENT,321,10.33,SUP-48,Y
SKU-0674,First-aid kit refill 30 ct,HEALTHCARE,1081,38.12,SUP-14,Y
SKU-0675,First-aid kit refill 200 ml,HEALTHCARE,711,32.63,SUP-45,N
SKU-0676,Wheat flour 500 g,FOOD_AMBIENT,344,4.97,SUP-52,Y
SKU-0677,Paneer 1 l,FOOD_CHILLED,105,14.0,SUP-06,Y
SKU-0678,Cheese slices 250 g,FOOD_CHILLED,92,2.58,SUP-47,Y
SKU-0679,Salted snacks 250 g,FOOD_AMBIENT,713,3.79,SUP-04,N
SKU-0680,Instant noodles 1 kg,FOOD_AMBIENT,686,5.55,SUP-55,N
SKU-0681,Spice mix 250 g,FOOD_AMBIENT,472,2.74,SUP-33,Y
SKU-0682,Cheese slices 250 g,FOOD_CHILLED,123,3.79,SUP-24,Y
SKU-0683,Basmati rice family pack,FOOD_AMBIENT,341,1.5,SUP-50,Y
SKU-0684,Salted snacks 250 g,FOOD_AMBIENT,595,7.24,SUP-01,N
SKU-0685,Lentils 250 g,FOOD_AMBIENT,272,6.82,SUP-59,Y
SKU-0686,Bandage roll 60 ct,HEALTHCARE,648,11.37,SUP-30,N
SKU-0687,Chocolate bar twin pack,FOOD_AMBIENT,184,3.5,SUP-33,Y
SKU-0688,Lentils 500 g,FOOD_AMBIENT,695,3.88,SUP-52,Y
SKU-0689,Breakfast cereal twin pack,FOOD_AMBIENT,436,8.48,SUP-37,Y
SKU-0690,Pasta twin pack,FOOD_AMBIENT,527,11.55,SUP-44,Y
SKU-0691,Chocolate bar family pack,FOOD_AMBIENT,208,6.04,SUP-05,Y
SKU-0692,Sandwich pack 500 ml,FOOD_CHILLED,73,10.64,SUP-52,Y
SKU-0693,Fruit jam family pack,FOOD_AMBIENT,708,6.66,SUP-16,Y
SKU-0694,Fresh pasta 4 pack,FOOD_CHILLED,131,11.61,SUP-05,Y
SKU-0695,Paneer 500 ml,FOOD_CHILLED,105,5.74,SUP-58,Y
SKU-0696,Instant noodles 1 kg,FOOD_AMBIENT,374,6.24,SUP-16,N
SKU-0697,Digital thermometer strips 60 ct,HEALTHCARE,636,10.65,SUP-54,Y
SKU-0698,Cold cuts 250 g,FOOD_CHILLED,90,3.61,SUP-08,N
SKU-0699,Cream 250 g,FOOD_CHILLED,129,8.15,SUP-49,N
SKU-0700,Wheat flour family pack,FOOD_AMBIENT,673,4.77,SUP-32,N
SKU-0701,Chocolate bar 250 g,FOOD_AMBIENT,461,6.14,SUP-18,Y
SKU-0702,Sandwich pack 6 pack,FOOD_CHILLED,118,3.23,SUP-52,Y
SKU-0703,Hummus 1 l,FOOD_CHILLED,49,8.28,SUP-56,N
SKU-0704,Instant noodles 250 g,FOOD_AMBIENT,648,11.73,SUP-30,Y
SKU-0705,Basmati rice twin pack,FOOD_AMBIENT,192,8.25,SUP-38,Y
SKU-0706,Fruit jam family pack,FOOD_AMBIENT,445,2.65,SUP-16,Y
SKU-0707,Cold cuts 1 l,FOOD_CHILLED,88,6.44,SUP-28,Y
SKU-0708,Fruit jam family pack,FOOD_AMBIENT,553,10.32,SUP-29,Y
SKU-0709,Paneer 250 g,FOOD_CHILLED,118,10.76,SUP-47,Y
SKU-0710,Antacid syrup pack of 10,HEALTHCARE,933,18.99,SUP-13,Y
SKU-0711,Tea 1 kg,FOOD_AMBIENT,664,9.77,SUP-27,Y
SKU-0712,Dessert cup 4 pack,FOOD_CHILLED,125,8.48,SUP-51,Y
SKU-0713,Breakfast cereal 1 kg,FOOD_AMBIENT,228,5.08,SUP-04,Y
SKU-0714,Breakfast cereal 500 g,FOOD_AMBIENT,667,10.15,SUP-29,N
SKU-0715,Breakfast cereal 250 g,FOOD_AMBIENT,549,4.64,SUP-60,N
SKU-0716,Fruit jam family pack,FOOD_AMBIENT,200,5.24,SUP-56,N
SKU-0717,Cold cuts 6 pack,FOOD_CHILLED,70,9.29,SUP-12,N
SKU-0718,Cough syrup 200 ml,HEALTHCARE,728,15.03,SUP-32,N
SKU-0719,Oats family pack,FOOD_AMBIENT,260,4.88,SUP-30,N
SKU-0720,Tea family pack,FOOD_AMBIENT,351,7.87,SUP-27,N
SKU-0721,Cold cuts 250 g,FOOD_CHILLED,96,12.96,SUP-06,Y
SKU-0722,Pasta family pack,FOOD_AMBIENT,501,4.14,SUP-46,Y
SKU-0723,Salted snacks family pack,FOOD_AMBIENT,457,10.71,SUP-48,Y
SKU-0724,Ready meal 250 g,FOOD_CHILLED,97,3.76,SUP-09,N
SKU-0725,Pain relief gel 30 ct,HEALTHCARE,622,37.8,SUP-14,Y
SKU-0726,Cooking oil twin pack,FOOD_AMBIENT,277,1.23,SUP-36,Y
SKU-0727,First-aid kit refill 30 ct,HEALTHCARE,771,22.39,SUP-07,Y
SKU-0728,Paneer 1 l,FOOD_CHILLED,55,10.34,SUP-20,Y
SKU-0729,Canned tomatoes 1 kg,FOOD_AMBIENT,633,7.7,SUP-34,N
SKU-0730,Vitamin C tablets 100 ml,HEALTHCARE,400,27.55,SUP-56,Y
SKU-0731,Salad bowl 6 pack,FOOD_CHILLED,114,14.12,SUP-29,Y
SKU-0732,Eye drops 200 ml,HEALTHCARE,917,9.55,SUP-30,N
SKU-0733,Chocolate bar 250 g,FOOD_AMBIENT,625,6.52,SUP-20,N
SKU-0734,Sugar twin pack,FOOD_AMBIENT,412,9.75,SUP-20,Y
SKU-0735,Breakfast cereal 500 g,FOOD_AMBIENT,339,3.99,SUP-34,N
SKU-0736,Tea 250 g,FOOD_AMBIENT,532,3.8,SUP-01,N
SKU-0737,Oral rehydration salts pack of 10,HEALTHCARE,853,14.09,SUP-52,Y
SKU-0738,Cheese slices 4 pack,FOOD_CHILLED,146,1.6,SUP-13,Y
SKU-0739,Iron supplement 60 ct,HEALTHCARE,812,17.61,SUP-46,N
SKU-0740,Salted snacks 500 g,FOOD_AMBIENT,567,3.04,SUP-28,N
SKU-0741,Hummus 6 pack,FOOD_CHILLED,142,12.3,SUP-52,N
SKU-0742,Breakfast cereal 250 g,FOOD_AMBIENT,471,7.96,SUP-52,Y
SKU-0743,Cheese slices 4 pack,FOOD_CHILLED,53,3.96,SUP-08,N
SKU-0744,Calcium tablets 200 ml,HEALTHCARE,828,13.07,SUP-32,Y
SKU-0745,Vitamin C tablets 200 ml,HEALTHCARE,520,4.84,SUP-02,Y
SKU-0746,Cooking oil twin pack,FOOD_AMBIENT,468,3.6,SUP-47,Y
SKU-0747,Lentils 1 kg,FOOD_AMBIENT,334,0.67,SUP-22,Y
SKU-0748,Sugar 500 g,FOOD_AMBIENT,560,5.83,SUP-22,Y
SKU-0749,Tea twin pack,FOOD_AMBIENT,237,3.56,SUP-05,Y
SKU-0750,Paneer 4 pack,FOOD_CHILLED,69,13.59,SUP-53,Y
SKU-0751,Yoghurt 500 ml,FOOD_CHILLED,60,14.66,SUP-25,N
SKU-0752,Ready meal 250 g,FOOD_CHILLED,76,11.46,SUP-13,Y
SKU-0753,First-aid kit refill 60 ct,HEALTHCARE,461,22.28,SUP-31,Y
SKU-0754,Canned tomatoes 500 g,FOOD_AMBIENT,510,2.32,SUP-48,N
SKU-0755,Spice mix family pack,FOOD_AMBIENT,305,3.41,SUP-13,Y
SKU-0756,Wheat flour 1 kg,FOOD_AMBIENT,403,11.69,SUP-41,Y
SKU-0757,Yoghurt 6 pack,FOOD_CHILLED,66,12.22,SUP-08,Y
SKU-0758,Antacid syrup 200 ml,HEALTHCARE,374,38.85,SUP-51,N
SKU-0759,Eye drops 30 ct,HEALTHCARE,975,8.73,SUP-16,Y
SKU-0760,Lentils 500 g,FOOD_AMBIENT,526,11.2,SUP-04,Y
SKU-0761,Tea 1 kg,FOOD_AMBIENT,289,1.95,SUP-21,N
SKU-0762,First-aid kit refill pack of 10,HEALTHCARE,1025,31.0,SUP-47,Y
SKU-0763,Egg tray 500 ml,FOOD_CHILLED,93,6.34,SUP-17,N
SKU-0764,Sugar 250 g,FOOD_AMBIENT,628,6.93,SUP-45,Y
SKU-0765,Chocolate bar family pack,FOOD_AMBIENT,371,6.75,SUP-47,Y
SKU-0766,Digital thermometer strips 200 ml,HEALTHCARE,978,36.84,SUP-11,Y
SKU-0767,Tea family pack,FOOD_AMBIENT,640,3.9,SUP-35,Y
SKU-0768,Yoghurt 1 l,FOOD_CHILLED,144,10.11,SUP-47,Y
SKU-0769,Basmati rice 1 kg,FOOD_AMBIENT,552,9.42,SUP-21,N
SKU-0770,Pain relief gel 60 ct,HEALTHCARE,916,33.3,SUP-34,N
SKU-0771,Cornflakes family pack,FOOD_AMBIENT,337,7.55,SUP-27,N
SKU-0772,Cooking oil 500 g,FOOD_AMBIENT,278,6.52,SUP-03,N
SKU-0773,Paneer 500 ml,FOOD_CHILLED,67,13.29,SUP-07,Y
SKU-0774,Cooking oil twin pack,FOOD_AMBIENT,212,7.07,SUP-43,Y
SKU-0775,Soup mix 1 kg,FOOD_AMBIENT,442,1.06,SUP-39,N
SKU-0776,Vitamin C tablets 30 ct,HEALTHCARE,578,27.26,SUP-30,N
SKU-0777,Yoghurt 1 l,FOOD_CHILLED,91,9.03,SUP-53,Y
SKU-0778,Eye drops 100 ml,HEALTHCARE,424,33.47,SUP-34,Y
SKU-0779,Fresh milk 500 ml,FOOD_CHILLED,83,2.55,SUP-34,Y
SKU-0780,Egg tray 500 ml,FOOD_CHILLED,74,8.68,SUP-13,Y
SKU-0781,Cheese slices 500 ml,FOOD_CHILLED,117,9.94,SUP-36,N
SKU-0782,Cooking sauce 250 g,FOOD_AMBIENT,288,9.31,SUP-23,N
SKU-0783,Cooking sauce 1 kg,FOOD_AMBIENT,286,2.42,SUP-36,Y
SKU-0784,Bandage roll 200 ml,HEALTHCARE,1038,8.85,SUP-29,N
SKU-0785,Peanut butter twin pack,FOOD_AMBIENT,512,10.22,SUP-49,N
SKU-0786,Peanut butter 1 kg,FOOD_AMBIENT,426,6.98,SUP-25,N
SKU-0787,Breakfast cereal twin pack,FOOD_AMBIENT,548,11.56,SUP-26,Y
SKU-0788,Wheat flour 250 g,FOOD_AMBIENT,471,7.35,SUP-09,N
SKU-0789,Cough syrup 60 ct,HEALTHCARE,371,14.11,SUP-14,N
SKU-0790,Basmati rice 250 g,FOOD_AMBIENT,462,11.07,SUP-36,Y
SKU-0791,Chocolate bar twin pack,FOOD_AMBIENT,338,1.58,SUP-23,Y
SKU-0792,Breakfast cereal 1 kg,FOOD_AMBIENT,555,10.73,SUP-15,Y
SKU-0793,Butter 6 pack,FOOD_CHILLED,56,9.2,SUP-59,Y
SKU-0794,Fresh milk 1 l,FOOD_CHILLED,137,5.88,SUP-12,Y
SKU-0795,Chocolate bar family pack,FOOD_AMBIENT,277,7.35,SUP-03,N
SKU-0796,Chocolate bar 500 g,FOOD_AMBIENT,570,1.4,SUP-59,N
SKU-0797,Fruit juice 250 g,FOOD_CHILLED,149,7.36,SUP-56,N
SKU-0798,Soup mix twin pack,FOOD_AMBIENT,191,7.79,SUP-04,Y
SKU-0799,Wheat flour 1 kg,FOOD_AMBIENT,506,6.71,SUP-21,Y
SKU-0800,Pasta twin pack,FOOD_AMBIENT,336,1.08,SUP-29,N
SKU-0801,Cold cuts 1 l,FOOD_CHILLED,109,2.72,SUP-19,N
SKU-0802,Paracetamol pack pack of 10,HEALTHCARE,500,15.44,SUP-37,N
SKU-0803,Hummus 1 l,FOOD_CHILLED,96,5.04,SUP-33,Y
SKU-0804,Eye drops pack of 10,HEALTHCARE,498,31.2,SUP-36,Y
SKU-0805,Salted snacks 250 g,FOOD_AMBIENT,380,6.95,SUP-16,Y
SKU-0806,Breakfast cereal 250 g,FOOD_AMBIENT,620,4.22,SUP-06,Y
SKU-0807,Antiseptic solution 60 ct,HEALTHCARE,798,16.51,SUP-21,Y
SKU-0808,Basmati rice family pack,FOOD_AMBIENT,492,2.45,SUP-40,N
SKU-0809,First-aid kit refill pack of 10,HEALTHCARE,817,26.06,SUP-03,N
SKU-0810,Pasta 1 kg,FOOD_AMBIENT,384,8.38,SUP-49,N
SKU-0811,Multivitamin 60 ct,HEALTHCARE,480,30.36,SUP-40,N
SKU-0812,Canned tomatoes 500 g,FOOD_AMBIENT,194,4.45,SUP-20,Y
SKU-0813,Basmati rice 250 g,FOOD_AMBIENT,519,2.9,SUP-14,Y
SKU-0814,Iron supplement 200 ml,HEALTHCARE,629,23.31,SUP-47,N
SKU-0815,Egg tray 1 l,FOOD_CHILLED,134,10.52,SUP-38,N
SKU-0816,Spice mix 500 g,FOOD_AMBIENT,224,3.44,SUP-19,Y
SKU-0817,Soup mix 500 g,FOOD_AMBIENT,457,1.11,SUP-05,Y
SKU-0818,Breakfast cereal 500 g,FOOD_AMBIENT,548,10.44,SUP-19,N
SKU-0819,Salted snacks 250 g,FOOD_AMBIENT,416,11.77,SUP-46,Y
SKU-0820,Fruit juice 6 pack,FOOD_CHILLED,107,13.2,SUP-06,Y
SKU-0821,Spice mix 500 g,FOOD_AMBIENT,648,6.95,SUP-03,Y
SKU-0822,Spice mix twin pack,FOOD_AMBIENT,492,4.34,SUP-48,Y
SKU-0823,Fruit jam family pack,FOOD_AMBIENT,540,4.59,SUP-16,N
SKU-0824,Hummus 4 pack,FOOD_CHILLED,80,12.46,SUP-57,Y
SKU-0825,Salad bowl 4 pack,FOOD_CHILLED,48,14.25,SUP-15,Y
SKU-0826,Hand sanitiser 30 ct,HEALTHCARE,767,27.31,SUP-47,Y
SKU-0827,Soup mix 250 g,FOOD_AMBIENT,412,5.3,SUP-10,Y
SKU-0828,Butter 6 pack,FOOD_CHILLED,122,5.95,SUP-09,Y
SKU-0829,Tea family pack,FOOD_AMBIENT,387,10.42,SUP-45,N
SKU-0830,Spice mix 1 kg,FOOD_AMBIENT,318,5.45,SUP-42,N
SKU-0831,Hand sanitiser 200 ml,HEALTHCARE,526,14.75,SUP-35,N
SKU-0832,Cooking oil 1 kg,FOOD_AMBIENT,368,4.15,SUP-47,Y
SKU-0833,Peanut butter family pack,FOOD_AMBIENT,603,11.55,SUP-29,N
SKU-0834,Salad bowl 4 pack,FOOD_CHILLED,126,14.1,SUP-10,N
SKU-0835,Cooking oil 250 g,FOOD_AMBIENT,314,2.62,SUP-40,Y
SKU-0836,Chocolate bar 1 kg,FOOD_AMBIENT,416,7.36,SUP-44,Y
SKU-0837,Lentils 250 g,FOOD_AMBIENT,668,2.04,SUP-31,N
SKU-0838,Fruit jam twin pack,FOOD_AMBIENT,368,10.3,SUP-31,Y
SKU-0839,Antacid syrup 30 ct,HEALTHCARE,596,4.19,SUP-60,Y
SKU-0840,Fresh pasta 500 ml,FOOD_CHILLED,73,11.52,SUP-49,Y
SKU-0841,Paneer 1 l,FOOD_CHILLED,101,13.21,SUP-45,Y
SKU-0842,Oats 500 g,FOOD_AMBIENT,432,5.42,SUP-39,N
SKU-0843,Salted snacks 250 g,FOOD_AMBIENT,500,5.03,SUP-39,Y
SKU-0844,Wheat flour twin pack,FOOD_AMBIENT,713,1.76,SUP-53,N
SKU-0845,Pasta 500 g,FOOD_AMBIENT,711,6.69,SUP-36,Y
SKU-0846,First-aid kit refill 60 ct,HEALTHCARE,1010,38.62,SUP-19,Y
SKU-0847,Hand sanitiser 100 ml,HEALTHCARE,676,31.63,SUP-30,Y
SKU-0848,Cough syrup 200 ml,HEALTHCARE,992,37.0,SUP-58,Y
SKU-0849,Oats 500 g,FOOD_AMBIENT,272,8.81,SUP-12,N
SKU-0850,Hand sanitiser pack of 10,HEALTHCARE,1077,23.22,SUP-27,Y
SKU-0851,Yoghurt 500 ml,FOOD_CHILLED,67,7.62,SUP-57,Y
SKU-0852,Cough syrup 60 ct,HEALTHCARE,696,28.59,SUP-46,N
SKU-0853,Lentils family pack,FOOD_AMBIENT,296,8.62,SUP-06,Y
SKU-0854,Salted snacks 1 kg,FOOD_AMBIENT,703,7.54,SUP-25,Y
SKU-0855,Yoghurt 4 pack,FOOD_CHILLED,143,3.81,SUP-37,N
SKU-0856,Tea 1 kg,FOOD_AMBIENT,346,10.49,SUP-50,N
SKU-0857,Cooking sauce twin pack,FOOD_AMBIENT,495,4.06,SUP-19,N
SKU-0858,Cooking oil 500 g,FOOD_AMBIENT,314,11.54,SUP-40,N
SKU-0859,Basmati rice twin pack,FOOD_AMBIENT,649,6.22,SUP-35,N
SKU-0860,Soup mix 250 g,FOOD_AMBIENT,685,3.24,SUP-43,Y
SKU-0861,Antiseptic solution 200 ml,HEALTHCARE,817,5.94,SUP-01,Y
SKU-0862,Hummus 6 pack,FOOD_CHILLED,80,9.87,SUP-53,N
SKU-0863,Wheat flour family pack,FOOD_AMBIENT,369,2.2,SUP-03,Y
SKU-0864,Wheat flour 500 g,FOOD_AMBIENT,485,4.31,SUP-04,Y
SKU-0865,Instant noodles 250 g,FOOD_AMBIENT,345,8.23,SUP-43,N
SKU-0866,Cold cuts 500 ml,FOOD_CHILLED,118,12.13,SUP-30,N
SKU-0867,Fruit jam family pack,FOOD_AMBIENT,216,1.57,SUP-21,Y
SKU-0868,Salted snacks 250 g,FOOD_AMBIENT,249,9.22,SUP-05,Y
SKU-0869,Tea family pack,FOOD_AMBIENT,304,8.49,SUP-22,Y
SKU-0870,Spice mix 250 g,FOOD_AMBIENT,394,8.5,SUP-04,Y
SKU-0871,Spice mix 250 g,FOOD_AMBIENT,269,6.06,SUP-60,N
SKU-0872,Eye drops 100 ml,HEALTHCARE,659,18.8,SUP-17,Y
SKU-0873,Soup mix 250 g,FOOD_AMBIENT,542,11.16,SUP-37,Y
SKU-0874,Sugar 250 g,FOOD_AMBIENT,684,9.79,SUP-15,N
SKU-0875,Biscuits twin pack,FOOD_AMBIENT,181,1.86,SUP-41,N
SKU-0876,Biscuits family pack,FOOD_AMBIENT,604,5.26,SUP-23,Y
SKU-0877,Biscuits family pack,FOOD_AMBIENT,191,7.87,SUP-17,N
SKU-0878,Canned tomatoes family pack,FOOD_AMBIENT,487,6.33,SUP-50,Y
SKU-0879,Pain relief gel 200 ml,HEALTHCARE,706,15.63,SUP-40,N
SKU-0880,Salad bowl 4 pack,FOOD_CHILLED,67,4.12,SUP-60,N
SKU-0881,Dessert cup 500 ml,FOOD_CHILLED,105,12.26,SUP-31,Y
SKU-0882,Oral rehydration salts pack of 10,HEALTHCARE,914,36.15,SUP-51,N
SKU-0883,Wheat flour family pack,FOOD_AMBIENT,713,3.94,SUP-36,Y
SKU-0884,Cheese slices 4 pack,FOOD_CHILLED,118,10.75,SUP-05,N
SKU-0885,Breakfast cereal twin pack,FOOD_AMBIENT,211,4.4,SUP-41,Y
SKU-0886,Paneer 500 ml,FOOD_CHILLED,118,9.68,SUP-39,Y
SKU-0887,First-aid kit refill 100 ml,HEALTHCARE,680,29.09,SUP-46,Y
SKU-0888,Antiseptic solution 60 ct,HEALTHCARE,453,21.39,SUP-24,Y
SKU-0889,Cough syrup 60 ct,HEALTHCARE,586,22.43,SUP-08,Y
SKU-0890,Wheat flour twin pack,FOOD_AMBIENT,386,11.0,SUP-33,Y
SKU-0891,Sugar family pack,FOOD_AMBIENT,692,2.27,SUP-60,Y
SKU-0892,Salad bowl 4 pack,FOOD_CHILLED,112,5.69,SUP-10,N
SKU-0893,Cooking oil 1 kg,FOOD_AMBIENT,708,8.28,SUP-14,N
SKU-0894,Oral rehydration salts 200 ml,HEALTHCARE,761,29.41,SUP-08,Y
SKU-0895,Wheat flour 500 g,FOOD_AMBIENT,269,4.33,SUP-07,Y
SKU-0896,Canned tomatoes family pack,FOOD_AMBIENT,203,7.14,SUP-41,N
SKU-0897,Peanut butter family pack,FOOD_AMBIENT,385,2.71,SUP-35,Y
SKU-0898,Ready meal 500 ml,FOOD_CHILLED,130,3.09,SUP-11,Y
SKU-0899,Basmati rice 250 g,FOOD_AMBIENT,706,1.68,SUP-23,Y
SKU-0900,Breakfast cereal family pack,FOOD_AMBIENT,324,11.35,SUP-37,Y
SKU-0901,Fresh milk 4 pack,FOOD_CHILLED,84,9.78,SUP-35,Y
SKU-0902,Tea 500 g,FOOD_AMBIENT,209,5.91,SUP-07,Y
SKU-0903,Multivitamin 200 ml,HEALTHCARE,801,17.5,SUP-58,Y
SKU-0904,Oats 1 kg,FOOD_AMBIENT,544,4.09,SUP-46,N
SKU-0905,Sandwich pack 1 l,FOOD_CHILLED,113,2.56,SUP-37,Y
SKU-0906,Oats twin pack,FOOD_AMBIENT,279,5.74,SUP-31,Y
SKU-0907,Cheese slices 6 pack,FOOD_CHILLED,63,13.12,SUP-17,N
SKU-0908,Salted snacks family pack,FOOD_AMBIENT,367,8.55,SUP-51,N
SKU-0909,Peanut butter 500 g,FOOD_AMBIENT,644,6.11,SUP-31,Y
SKU-0910,Oral rehydration salts 100 ml,HEALTHCARE,837,34.29,SUP-50,Y
SKU-0911,Calcium tablets pack of 10,HEALTHCARE,495,21.79,SUP-53,N
SKU-0912,Cooking oil 500 g,FOOD_AMBIENT,513,6.9,SUP-51,Y
SKU-0913,Oats 1 kg,FOOD_AMBIENT,590,7.29,SUP-40,Y
SKU-0914,Instant noodles family pack,FOOD_AMBIENT,673,4.91,SUP-14,N
SKU-0915,Chocolate bar twin pack,FOOD_AMBIENT,621,9.52,SUP-37,N
SKU-0916,Hummus 250 g,FOOD_CHILLED,133,4.69,SUP-48,N
SKU-0917,Cold cuts 6 pack,FOOD_CHILLED,107,3.04,SUP-30,Y
SKU-0918,Multivitamin pack of 10,HEALTHCARE,820,9.52,SUP-05,Y
SKU-0919,Soup mix 500 g,FOOD_AMBIENT,568,4.27,SUP-06,Y
SKU-0920,Paracetamol pack 30 ct,HEALTHCARE,959,36.42,SUP-49,Y
SKU-0921,Tea twin pack,FOOD_AMBIENT,643,6.61,SUP-40,Y
SKU-0922,Biscuits family pack,FOOD_AMBIENT,390,8.34,SUP-20,Y
SKU-0923,Canned tomatoes family pack,FOOD_AMBIENT,625,8.75,SUP-06,Y
SKU-0924,Cold cuts 500 ml,FOOD_CHILLED,110,6.96,SUP-55,Y
SKU-0925,Fruit jam 250 g,FOOD_AMBIENT,234,0.51,SUP-53,N
SKU-0926,Cooking oil 1 kg,FOOD_AMBIENT,468,10.46,SUP-28,N
SKU-0927,Fresh pasta 1 l,FOOD_CHILLED,125,5.79,SUP-26,Y
SKU-0928,Iron supplement pack of 10,HEALTHCARE,581,27.51,SUP-09,Y
SKU-0929,Salted snacks 1 kg,FOOD_AMBIENT,548,10.16,SUP-19,N
SKU-0930,Pain relief gel 30 ct,HEALTHCARE,493,7.97,SUP-42,Y
SKU-0931,Sugar 1 kg,FOOD_AMBIENT,627,11.71,SUP-06,Y
SKU-0932,First-aid kit refill 200 ml,HEALTHCARE,790,34.83,SUP-60,Y
SKU-0933,Instant noodles 250 g,FOOD_AMBIENT,645,6.36,SUP-53,Y
SKU-0934,Fruit juice 6 pack,FOOD_CHILLED,73,4.01,SUP-01,Y
SKU-0935,Digital thermometer strips 100 ml,HEALTHCARE,607,29.35,SUP-27,N
SKU-0936,Cold cuts 250 g,FOOD_CHILLED,91,1.95,SUP-37,Y
SKU-0937,Fruit juice 250 g,FOOD_CHILLED,59,9.33,SUP-10,N
SKU-0938,Spice mix 500 g,FOOD_AMBIENT,466,5.85,SUP-34,N
SKU-0939,Fresh milk 250 g,FOOD_CHILLED,76,7.88,SUP-44,N
SKU-0940,First-aid kit refill 30 ct,HEALTHCARE,958,14.56,SUP-58,Y
SKU-0941,Basmati rice twin pack,FOOD_AMBIENT,660,5.72,SUP-37,N
SKU-0942,Antiseptic solution 100 ml,HEALTHCARE,726,38.54,SUP-19,Y
SKU-0943,Soup mix 250 g,FOOD_AMBIENT,491,8.86,SUP-17,Y
SKU-0944,Sugar family pack,FOOD_AMBIENT,353,7.09,SUP-52,N
SKU-0945,Yoghurt 500 ml,FOOD_CHILLED,81,8.04,SUP-33,Y
SKU-0946,Breakfast cereal family pack,FOOD_AMBIENT,438,2.02,SUP-18,N
SKU-0947,Vitamin C tablets 200 ml,HEALTHCARE,479,25.34,SUP-48,Y
SKU-0948,Ready meal 4 pack,FOOD_CHILLED,92,12.41,SUP-51,N
